"Date","Code","Name","Open","High","Low","Close","Volume"
"2019-07-10","601038.ss","一拖股份","7.94","8.07","7.7","7.85","27201632"
"2019-07-09","601038.ss","一拖股份","7.93","7.99","7.79","7.95","28161560"
"2019-07-08","601038.ss","一拖股份","8.5","8.52","7.76","7.86","46210431"
"2019-07-05","601038.ss","一拖股份","8.55","8.79","8.38","8.62","36907841"
"2019-07-04","601038.ss","一拖股份","8.7","8.8","8.37","8.52","38540052"
"2019-07-03","601038.ss","一拖股份","8.98","9.09","8.52","8.7","47741280"
"2019-07-02","601038.ss","一拖股份","8.92","9.17","8.65","8.97","55302206"
"2019-07-01","601038.ss","一拖股份","9.19","9.36","9.07","9.25","64783357"
"2019-06-28","601038.ss","一拖股份","9.53","9.7","8.81","9.04","79801013"
"2019-06-27","601038.ss","一拖股份","10.0","10.43","9.61","9.75","101625291"
"2019-06-26","601038.ss","一拖股份","11.67","12.18","10.68","10.68","86885540"
"2019-06-25","601038.ss","一拖股份","11.6","11.87","11.55","11.87","48844249"
"2019-06-24","601038.ss","一拖股份","10.79","10.79","10.79","10.79","4987416"
"2019-06-21","601038.ss","一拖股份","9.81","9.81","9.81","9.81","3620874"
"2019-06-20","601038.ss","一拖股份","8.91","8.92","8.91","8.92","20574052"
"2019-06-19","601038.ss","一拖股份","7.6","8.11","7.03","8.11","60749483"
"2019-06-18","601038.ss","一拖股份","7.03","7.37","7.0","7.37","28255724"
"2019-06-17","601038.ss","一拖股份","5.92","6.7","5.88","6.7","21263042"
"2019-06-14","601038.ss","一拖股份","6.24","6.47","6.06","6.09","31576433"
"2019-06-13","601038.ss","一拖股份","6.17","6.34","6.07","6.09","24838946"
"2019-06-12","601038.ss","一拖股份","6.21","6.47","6.03","6.29","38874952"
"2019-06-11","601038.ss","一拖股份","5.66","6.06","5.66","6.06","29047028"
"2019-06-10","601038.ss","一拖股份","5.73","5.8","5.02","5.51","19757014"
"2019-06-06","601038.ss","一拖股份","5.91","6.09","5.45","5.55","21324465"
"2019-06-05","601038.ss","一拖股份","5.4","6.06","5.4","5.95","29961838"
"2019-06-04","601038.ss","一拖股份","6.0","6.0","5.8","5.8","10515511"
"2019-06-03","601038.ss","一拖股份","6.2","6.86","6.2","6.44","44997161"
"2019-05-31","601038.ss","一拖股份","6.5","6.77","6.01","6.24","43987520"
"2019-05-30","601038.ss","一拖股份","6.08","6.37","6.08","6.37","26590754"
"2019-05-29","601038.ss","一拖股份","5.24","5.79","5.23","5.79","10635572"
"2019-05-28","601038.ss","一拖股份","5.16","5.45","5.16","5.26","9613699"
"2019-05-27","601038.ss","一拖股份","5.13","5.19","5.01","5.16","6574221"
"2019-05-24","601038.ss","一拖股份","5.03","5.18","4.95","5.0","8366386"
"2019-05-23","601038.ss","一拖股份","5.55","5.61","5.14","5.14","15745888"
"2019-05-22","601038.ss","一拖股份","5.8","6.08","5.7","5.71","17252907"
"2019-05-21","601038.ss","一拖股份","5.65","5.96","5.57","5.92","20824485"
"2019-05-20","601038.ss","一拖股份","5.8","6.1","5.51","5.71","21980504"
"2019-05-17","601038.ss","一拖股份","5.35","5.82","5.26","5.82","13009182"
"2019-05-16","601038.ss","一拖股份","5.17","5.34","5.17","5.29","5763104"
"2019-05-15","601038.ss","一拖股份","5.08","5.25","5.05","5.19","7102975"
"2019-05-14","601038.ss","一拖股份","5.12","5.18","4.98","5.0","5641168"
"2019-05-13","601038.ss","一拖股份","5.13","5.31","5.1","5.18","6165260"
"2019-05-10","601038.ss","一拖股份","5.15","5.24","5.0","5.17","7196390"
"2019-05-09","601038.ss","一拖股份","4.99","5.33","4.95","5.11","9215296"
"2019-05-08","601038.ss","一拖股份","4.8","5.16","4.68","5.12","9200092"
"2019-05-07","601038.ss","一拖股份","4.85","4.87","4.68","4.85","5216905"
"2019-05-06","601038.ss","一拖股份","5.02","5.1","4.65","4.69","8232717"
"2019-04-30","601038.ss","一拖股份","4.92","5.19","4.92","5.17","7110333"
"2019-04-29","601038.ss","一拖股份","5.23","5.26","4.91","4.91","6577022"
"2019-04-26","601038.ss","一拖股份","5.29","5.33","5.13","5.23","6472594"
"2019-04-25","601038.ss","一拖股份","5.7","5.77","5.21","5.22","9931322"
"2019-04-24","601038.ss","一拖股份","5.65","5.91","5.62","5.79","7817803"
"2019-04-23","601038.ss","一拖股份","5.85","5.86","5.61","5.63","6688529"
"2019-04-22","601038.ss","一拖股份","5.91","5.98","5.76","5.84","6971055"
"2019-04-19","601038.ss","一拖股份","5.93","5.93","5.73","5.9","9131549"
"2019-04-18","601038.ss","一拖股份","6.1","6.1","5.81","5.88","14926248"
"2019-04-17","601038.ss","一拖股份","6.15","6.27","6.1","6.15","20436952"
"2019-04-16","601038.ss","一拖股份","6.02","6.5","5.84","6.2","30280459"
"2019-04-15","601038.ss","一拖股份","5.99","6.36","5.76","6.21","30178323"
"2019-04-12","601038.ss","一拖股份","5.7","6.13","5.7","5.99","21709801"
"2019-04-11","601038.ss","一拖股份","5.58","6.06","5.56","5.72","19443648"
"2019-04-10","601038.ss","一拖股份","5.48","5.69","5.47","5.59","9687700"
"2019-04-09","601038.ss","一拖股份","5.51","5.58","5.4","5.53","6191619"
"2019-04-08","601038.ss","一拖股份","5.47","5.61","5.38","5.57","9037221"
"2019-04-04","601038.ss","一拖股份","5.45","5.56","5.45","5.5","6776596"
"2019-04-03","601038.ss","一拖股份","5.39","5.54","5.34","5.48","6359678"
"2019-04-02","601038.ss","一拖股份","5.41","5.45","5.36","5.4","6673524"
"2019-04-01","601038.ss","一拖股份","5.23","5.4","5.23","5.4","7424800"
"2019-03-29","601038.ss","一拖股份","5.12","5.25","5.0","5.22","5998341"
"2019-03-28","601038.ss","一拖股份","5.29","5.3","5.1","5.11","6062853"
"2019-03-27","601038.ss","一拖股份","5.27","5.38","5.2","5.31","4739356"
"2019-03-26","601038.ss","一拖股份","5.55","5.6","5.22","5.24","7329132"
"2019-03-25","601038.ss","一拖股份","5.5","5.64","5.5","5.55","6350203"
"2019-03-22","601038.ss","一拖股份","5.55","5.66","5.49","5.62","8610413"
"2019-03-21","601038.ss","一拖股份","5.45","5.63","5.44","5.57","9015777"
"2019-03-20","601038.ss","一拖股份","5.52","5.53","5.33","5.45","6706457"
"2019-03-19","601038.ss","一拖股份","5.61","5.61","5.45","5.49","8474887"
"2019-03-18","601038.ss","一拖股份","5.8","5.8","5.48","5.56","17397352"
"2019-03-15","601038.ss","一拖股份","5.2","5.46","5.2","5.37","9314864"
"2019-03-14","601038.ss","一拖股份","5.36","5.44","5.09","5.17","6282902"
"2019-03-13","601038.ss","一拖股份","5.51","5.54","5.35","5.4","8813131"
"2019-03-12","601038.ss","一拖股份","5.6","5.61","5.4","5.53","10787106"
"2019-03-11","601038.ss","一拖股份","5.28","5.59","5.28","5.52","9402097"
"2019-03-08","601038.ss","一拖股份","5.43","5.62","5.23","5.28","10578598"
"2019-03-07","601038.ss","一拖股份","5.35","5.55","5.28","5.52","11667793"
"2019-03-06","601038.ss","一拖股份","5.23","5.43","5.21","5.36","11160526"
"2019-03-05","601038.ss","一拖股份","5.14","5.23","5.08","5.22","11197533"
"2019-03-04","601038.ss","一拖股份","5.05","5.19","5.04","5.08","12261723"
"2019-03-01","601038.ss","一拖股份","5.13","5.13","4.95","5.04","10903709"
"2019-02-28","601038.ss","一拖股份","4.96","5.28","4.96","5.15","13822643"
"2019-02-27","601038.ss","一拖股份","4.92","5.08","4.87","4.99","11524188"
"2019-02-26","601038.ss","一拖股份","4.84","5.08","4.81","4.97","16934934"
"2019-02-25","601038.ss","一拖股份","4.65","4.85","4.63","4.85","13593203"
"2019-02-22","601038.ss","一拖股份","4.56","4.63","4.53","4.62","6796514"
"2019-02-21","601038.ss","一拖股份","4.56","4.65","4.48","4.56","12040597"
"2019-02-20","601038.ss","一拖股份","4.91","5.01","4.62","4.63","16128753"
"2019-02-19","601038.ss","一拖股份","4.71","4.73","4.55","4.69","8490080"
"2019-02-18","601038.ss","一拖股份","4.56","4.69","4.51","4.68","6360373"
"2019-02-15","601038.ss","一拖股份","4.44","4.57","4.44","4.56","6775799"
"2019-02-14","601038.ss","一拖股份","4.41","4.5","4.37","4.46","4962526"
"2019-02-13","601038.ss","一拖股份","4.31","4.42","4.28","4.41","6597200"
"2019-02-12","601038.ss","一拖股份","4.27","4.44","4.26","4.35","5747900"
"2019-02-11","601038.ss","一拖股份","4.13","4.24","4.13","4.23","3651606"
"2019-02-01","601038.ss","一拖股份","4.04","4.14","4.02","4.13","3991791"
"2019-01-31","601038.ss","一拖股份","4.02","4.1","3.94","4.01","5348275"
"2019-01-30","601038.ss","一拖股份","4.09","4.2","4.09","4.09","11032791"
"2019-01-29","601038.ss","一拖股份","4.64","4.66","4.31","4.54","4468027"
"2019-01-28","601038.ss","一拖股份","4.87","4.87","4.64","4.64","5227600"
"2019-01-25","601038.ss","一拖股份","4.84","4.95","4.78","4.87","6794182"
"2019-01-24","601038.ss","一拖股份","4.86","5.0","4.75","4.88","7889996"
"2019-01-23","601038.ss","一拖股份","4.78","5.0","4.74","4.9","7552115"
"2019-01-22","601038.ss","一拖股份","4.96","4.99","4.81","4.82","5209519"
"2019-01-21","601038.ss","一拖股份","4.86","4.94","4.85","4.89","6155411"
"2019-01-18","601038.ss","一拖股份","4.76","4.83","4.72","4.81","4870198"
"2019-01-17","601038.ss","一拖股份","4.75","4.8","4.72","4.76","3804559"
"2019-01-16","601038.ss","一拖股份","4.75","4.83","4.71","4.75","4170244"
"2019-01-15","601038.ss","一拖股份","4.67","4.74","4.65","4.74","3801885"
"2019-01-14","601038.ss","一拖股份","4.7","4.76","4.65","4.67","3170201"
"2019-01-11","601038.ss","一拖股份","4.65","4.72","4.65","4.71","4176327"
"2019-01-10","601038.ss","一拖股份","4.75","4.77","4.65","4.68","5329400"
"2019-01-09","601038.ss","一拖股份","4.63","4.78","4.63","4.73","7479939"
"2019-01-08","601038.ss","一拖股份","4.64","4.68","4.58","4.62","3190894"
"2019-01-07","601038.ss","一拖股份","4.6","4.65","4.55","4.64","4994322"
"2019-01-04","601038.ss","一拖股份","4.44","4.62","4.44","4.56","5431944"
"2019-01-03","601038.ss","一拖股份","4.55","4.62","4.45","4.51","5654138"
"2019-01-02","601038.ss","一拖股份","4.92","4.93","4.57","4.57","8433043"
