"Date","Code","Name","Open","High","Low","Close","Volume"
"2019-09-18","601318.ss","中国平安","89.82","90.48","89.58","90.0","41977115"
"2019-09-17","601318.ss","中国平安","90.9","90.92","89.22","89.52","64033353"
"2019-09-16","601318.ss","中国平安","92.3","92.33","91.12","91.35","54841299"
"2019-09-12","601318.ss","中国平安","90.09","92.5","89.75","92.34","79304852"
"2019-09-11","601318.ss","中国平安","89.8","90.08","88.75","89.56","45586002"
"2019-09-10","601318.ss","中国平安","90.49","90.55","88.9","89.44","48454825"
"2019-09-09","601318.ss","中国平安","91.37","91.53","89.98","90.4","70240149"
"2019-09-06","601318.ss","中国平安","89.95","90.7","89.28","90.7","68875243"
"2019-09-05","601318.ss","中国平安","88.8","90.31","88.31","89.23","100756554"
"2019-09-04","601318.ss","XD中国平","87.83","88.4","87.22","88.3","60595398"
"2019-09-03","601318.ss","中国平安","88.6","88.9","87.79","88.25","51275196"
"2019-09-02","601318.ss","中国平安","87.0","88.88","86.88","88.5","63580615"
"2019-08-30","601318.ss","中国平安","87.7","88.15","86.41","87.32","56465513"
"2019-08-29","601318.ss","中国平安","87.15","87.48","86.17","86.7","46433200"
"2019-08-28","601318.ss","中国平安","87.61","87.92","86.85","86.9","51609230"
"2019-08-27","601318.ss","中国平安","88.05","88.8","87.57","87.68","76782700"
"2019-08-26","601318.ss","中国平安","88.3","88.6","87.15","87.5","99026844"
"2019-08-23","601318.ss","中国平安","87.95","90.26","87.82","89.89","88568977"
"2019-08-22","601318.ss","中国平安","87.86","88.08","87.4","87.98","36503738"
"2019-08-21","601318.ss","中国平安","87.65","88.17","87.35","87.73","33532073"
"2019-08-20","601318.ss","中国平安","88.3","88.33","87.62","87.94","50439359"
"2019-08-19","601318.ss","中国平安","88.3","88.46","87.25","88.45","83735472"
"2019-08-16","601318.ss","中国平安","87.0","88.3","86.35","87.46","93231155"
"2019-08-15","601318.ss","中国平安","83.8","86.34","83.53","86.31","70227378"
"2019-08-14","601318.ss","中国平安","86.38","86.57","85.01","85.04","53336342"
"2019-08-13","601318.ss","中国平安","85.95","86.25","84.77","85.01","51501773"
"2019-08-12","601318.ss","中国平安","84.46","86.77","84.46","86.5","59423858"
"2019-08-09","601318.ss","中国平安","85.1","85.28","84.02","84.35","44936180"
"2019-08-08","601318.ss","中国平安","83.99","84.55","83.4","84.51","56726429"
"2019-08-07","601318.ss","中国平安","84.81","84.95","83.35","83.47","53235572"
"2019-08-06","601318.ss","中国平安","83.1","84.88","82.15","84.51","101034081"
"2019-08-05","601318.ss","中国平安","85.06","85.86","84.58","84.61","68484703"
"2019-08-02","601318.ss","中国平安","86.1","86.49","85.5","86.03","72897093"
"2019-08-01","601318.ss","中国平安","87.5","88.34","87.01","87.51","42759682"
"2019-07-31","601318.ss","中国平安","89.41","89.5","87.88","88.09","59275484"
"2019-07-30","601318.ss","中国平安","90.35","90.9","89.68","89.98","46479947"
"2019-07-29","601318.ss","中国平安","89.84","90.08","89.05","89.45","36824643"
"2019-07-26","601318.ss","中国平安","88.82","90.17","88.82","90.1","46153438"
"2019-07-25","601318.ss","中国平安","89.1","89.55","88.54","89.41","45606184"
"2019-07-24","601318.ss","中国平安","87.97","89.46","87.8","88.85","59457876"
"2019-07-23","601318.ss","中国平安","87.91","88.2","87.1","87.5","38182988"
"2019-07-22","601318.ss","中国平安","88.32","88.98","87.68","87.68","42622726"
"2019-07-19","601318.ss","中国平安","87.31","88.7","87.31","88.35","60359099"
"2019-07-18","601318.ss","中国平安","86.6","87.39","86.33","86.73","37781666"
"2019-07-17","601318.ss","中国平安","86.95","87.58","86.4","86.99","43834956"
"2019-07-16","601318.ss","中国平安","87.97","88.18","86.9","86.95","43086922"
"2019-07-15","601318.ss","中国平安","88.1","88.77","86.62","88.08","59452589"
"2019-07-12","601318.ss","中国平安","88.15","89.47","88.15","88.75","57671774"
"2019-07-11","601318.ss","中国平安","88.49","89.3","87.69","87.98","51486886"
"2019-07-10","601318.ss","中国平安","88.19","88.21","87.52","87.88","35616458"
"2019-07-09","601318.ss","中国平安","88.68","88.85","86.99","87.53","55703430"
"2019-07-08","601318.ss","中国平安","89.99","89.99","87.78","88.59","78776550"
"2019-07-05","601318.ss","中国平安","90.0","91.14","89.83","90.85","51052242"
"2019-07-04","601318.ss","中国平安","90.7","91.14","89.35","89.9","59366727"
"2019-07-03","601318.ss","中国平安","91.16","91.6","89.8","90.66","65098801"
"2019-07-02","601318.ss","中国平安","91.69","91.69","90.88","91.06","60649656"
"2019-07-01","601318.ss","中国平安","90.6","92.47","90.6","91.84","92609753"
"2019-06-28","601318.ss","中国平安","87.96","89.32","87.63","88.61","59553439"
"2019-06-27","601318.ss","中国平安","87.0","88.47","86.99","88.05","81454553"
"2019-06-26","601318.ss","中国平安","86.75","87.3","86.4","86.4","45763035"
"2019-06-25","601318.ss","中国平安","88.1","88.18","85.32","86.63","105193653"
"2019-06-24","601318.ss","中国平安","87.9","88.54","87.22","88.21","59405200"
"2019-06-21","601318.ss","中国平安","87.95","88.56","87.23","87.97","85806014"
"2019-06-20","601318.ss","中国平安","83.92","88.5","83.92","88.5","153321332"
"2019-06-19","601318.ss","中国平安","84.01","84.57","83.5","83.54","111871582"
"2019-06-18","601318.ss","中国平安","80.12","81.18","79.85","80.97","46407362"
"2019-06-17","601318.ss","中国平安","79.8","80.67","79.5","79.92","36388172"
"2019-06-14","601318.ss","中国平安","80.51","81.05","79.67","79.75","40873298"
"2019-06-13","601318.ss","中国平安","80.8","81.0","79.8","80.49","46145583"
"2019-06-12","601318.ss","中国平安","81.1","81.42","80.33","80.52","47795293"
"2019-06-11","601318.ss","中国平安","79.26","81.91","79.13","81.7","94131765"
"2019-06-10","601318.ss","中国平安","77.79","79.38","77.49","79.1","64574804"
"2019-06-06","601318.ss","中国平安","77.75","77.9","76.88","77.11","42252296"
"2019-06-05","601318.ss","中国平安","78.75","78.9","77.46","77.5","48717131"
"2019-06-04","601318.ss","中国平安","79.18","79.48","77.86","77.97","51212147"
"2019-06-03","601318.ss","中国平安","79.77","80.2","78.69","79.25","52130833"
"2019-05-31","601318.ss","中国平安","79.15","80.57","79.0","79.0","49666990"
"2019-05-30","601318.ss","中国平安","79.4","79.75","78.59","79.09","48847670"
"2019-05-29","601318.ss","中国平安","77.5","80.98","77.18","79.78","96827316"
"2019-05-28","601318.ss","中国平安","77.44","78.77","77.21","78.19","89383992"
"2019-05-27","601318.ss","中国平安","76.25","77.66","75.35","77.18","58973173"
"2019-05-24","601318.ss","中国平安","75.9","77.27","75.8","76.5","51235315"
"2019-05-23","601318.ss","XD中国平","76.5","76.83","75.05","75.44","64567076"
"2019-05-22","601318.ss","中国平安","78.22","78.5","77.2","77.64","51673193"
"2019-05-21","601318.ss","中国平安","78.05","79.25","77.68","78.2","63019796"
"2019-05-20","601318.ss","中国平安","78.5","79.28","77.19","77.87","74500390"
"2019-05-17","601318.ss","中国平安","81.06","81.2","78.98","79.1","68580202"
"2019-05-16","601318.ss","中国平安","80.82","81.53","80.0","80.97","63083136"
"2019-05-15","601318.ss","中国平安","78.95","81.37","78.9","80.54","80330024"
"2019-05-14","601318.ss","中国平安","77.96","79.4","77.85","78.3","78278137"
"2019-05-13","601318.ss","中国平安","79.25","80.18","78.5","78.65","84235081"
"2019-05-10","601318.ss","中国平安","77.95","81.87","77.3","81.38","139209828"
"2019-05-09","601318.ss","中国平安","78.26","78.26","76.11","76.66","112572186"
"2019-05-08","601318.ss","中国平安","78.73","80.55","78.38","78.78","86837572"
"2019-05-07","601318.ss","中国平安","81.78","82.28","79.89","81.17","97495129"
"2019-05-06","601318.ss","中国平安","82.8","83.6","79.66","81.2","180860945"
"2019-04-30","601318.ss","中国平安","86.5","87.48","84.53","86.1","91790202"
"2019-04-29","601318.ss","中国平安","83.88","87.13","83.3","86.43","94657603"
"2019-04-26","601318.ss","中国平安","83.0","84.43","82.8","83.11","64895907"
"2019-04-25","601318.ss","中国平安","84.35","84.99","83.15","83.4","65576928"
"2019-04-24","601318.ss","中国平安","86.08","86.88","83.55","85.03","81285189"
"2019-04-23","601318.ss","中国平安","84.75","87.38","84.5","86.06","67811637"
"2019-04-22","601318.ss","中国平安","87.22","88.09","84.5","84.96","93211520"
"2019-04-19","601318.ss","中国平安","85.27","87.0","84.2","87.0","78913196"
"2019-04-18","601318.ss","中国平安","84.69","85.02","83.88","84.3","39728704"
"2019-04-17","601318.ss","中国平安","84.92","85.35","83.8","84.48","63191560"
"2019-04-16","601318.ss","中国平安","81.22","85.13","80.9","85.01","103622277"
"2019-04-15","601318.ss","中国平安","82.23","83.88","81.6","81.66","98995302"
"2019-04-12","601318.ss","中国平安","80.35","81.16","79.9","80.44","52677940"
"2019-04-11","601318.ss","中国平安","82.65","83.62","80.16","80.71","75662885"
"2019-04-10","601318.ss","中国平安","80.8","82.11","79.66","82.03","78362038"
"2019-04-09","601318.ss","中国平安","80.4","82.0","80.37","81.1","60173789"
"2019-04-08","601318.ss","中国平安","80.7","82.25","80.02","80.59","91612230"
"2019-04-04","601318.ss","中国平安","80.08","80.96","79.25","80.2","79562603"
"2019-04-03","601318.ss","中国平安","78.48","80.15","78.37","79.86","76021980"
"2019-04-02","601318.ss","中国平安","78.54","79.0","78.05","78.96","77117540"
"2019-04-01","601318.ss","中国平安","78.0","79.23","77.5","78.6","116811347"
"2019-03-29","601318.ss","中国平安","74.1","77.1","74.1","77.1","142935526"
"2019-03-28","601318.ss","中国平安","73.4","73.94","72.88","73.4","48420875"
"2019-03-27","601318.ss","中国平安","73.2","74.63","72.7","74.22","75981776"
"2019-03-26","601318.ss","中国平安","72.99","73.23","72.15","72.69","63447472"
"2019-03-25","601318.ss","中国平安","73.41","73.99","72.18","72.29","99105240"
"2019-03-22","601318.ss","中国平安","75.76","76.26","74.06","74.72","77200428"
"2019-03-21","601318.ss","中国平安","77.0","77.25","75.6","75.8","84625878"
"2019-03-20","601318.ss","中国平安","75.06","77.48","74.75","76.55","107843910"
"2019-03-19","601318.ss","中国平安","75.73","76.85","74.96","75.35","101209656"
"2019-03-18","601318.ss","中国平安","74.43","75.34","73.45","75.0","115639210"
"2019-03-15","601318.ss","中国平安","73.1","75.5","73.08","73.85","125524638"
"2019-03-14","601318.ss","中国平安","71.77","73.2","71.7","72.8","105597033"
"2019-03-13","601318.ss","中国平安","71.38","72.1","70.27","71.54","140546408"
"2019-03-12","601318.ss","中国平安","69.6","70.92","68.96","69.25","96921901"
"2019-03-11","601318.ss","中国平安","68.8","69.69","68.22","68.79","75185765"
"2019-03-08","601318.ss","中国平安","68.66","70.2","68.25","68.7","91325604"
"2019-03-07","601318.ss","中国平安","72.15","72.15","70.0","70.29","101347308"
"2019-03-06","601318.ss","中国平安","72.39","72.48","71.11","72.16","78465361"
"2019-03-05","601318.ss","中国平安","72.48","72.74","71.57","72.07","65968035"
"2019-03-04","601318.ss","中国平安","73.0","75.1","72.21","72.58","126327504"
"2019-03-01","601318.ss","中国平安","70.69","72.6","70.25","72.39","92075183"
"2019-02-28","601318.ss","中国平安","69.98","70.95","69.41","70.01","59888970"
"2019-02-27","601318.ss","中国平安","70.3","71.43","68.99","69.98","101766358"
"2019-02-26","601318.ss","中国平安","71.71","72.6","69.92","70.01","155563881"
"2019-02-25","601318.ss","中国平安","68.22","73.0","68.14","73.0","222238240"
"2019-02-22","601318.ss","中国平安","65.36","67.07","64.8","67.02","76221888"
"2019-02-21","601318.ss","中国平安","65.8","66.68","65.09","65.39","54369401"
"2019-02-20","601318.ss","中国平安","66.3","66.38","65.19","65.88","39350882"
"2019-02-19","601318.ss","中国平安","65.58","67.27","65.28","65.68","78595146"
"2019-02-18","601318.ss","中国平安","63.9","65.42","63.78","65.29","72136106"
"2019-02-15","601318.ss","中国平安","64.8","65.01","63.22","63.25","53401148"
"2019-02-14","601318.ss","中国平安","64.88","65.4","64.78","65.1","39620277"
"2019-02-13","601318.ss","中国平安","64.66","65.4","64.03","65.02","57865813"
"2019-02-12","601318.ss","中国平安","64.4","64.42","63.69","64.27","38519306"
"2019-02-11","601318.ss","中国平安","62.88","64.51","62.88","64.39","54181551"
"2019-02-01","601318.ss","中国平安","63.5","63.78","62.85","63.21","43792470"
"2019-01-31","601318.ss","中国平安","61.8","63.19","61.55","62.98","69226532"
"2019-01-30","601318.ss","中国平安","60.88","61.86","60.78","61.25","31000323"
"2019-01-29","601318.ss","中国平安","61.38","61.9","60.98","61.65","39519294"
"2019-01-28","601318.ss","中国平安","61.8","62.41","61.2","61.52","58164884"
"2019-01-25","601318.ss","中国平安","60.5","61.78","60.43","61.29","67245911"
"2019-01-24","601318.ss","中国平安","59.61","60.52","59.22","60.43","44940618"
"2019-01-23","601318.ss","中国平安","59.82","60.4","59.45","59.49","37493263"
"2019-01-22","601318.ss","中国平安","60.6","60.64","59.74","60.07","41950761"
"2019-01-21","601318.ss","中国平安","59.93","61.11","59.85","60.79","55984277"
"2019-01-18","601318.ss","中国平安","59.23","60.02","58.69","59.92","56175665"
"2019-01-17","601318.ss","中国平安","59.05","59.8","58.56","58.73","53505039"
"2019-01-16","601318.ss","中国平安","58.42","58.96","58.01","58.74","40411183"
"2019-01-15","601318.ss","中国平安","57.26","58.69","57.06","58.59","58626487"
"2019-01-14","601318.ss","中国平安","57.74","57.95","56.9","57.12","47532651"
"2019-01-11","601318.ss","中国平安","58.0","58.29","57.5","58.07","45756973"
"2019-01-10","601318.ss","中国平安","56.87","57.82","56.55","57.5","67328223"
"2019-01-09","601318.ss","中国平安","56.2","57.6","55.96","56.95","81914613"
"2019-01-08","601318.ss","中国平安","56.05","56.09","55.2","55.8","55992092"
"2019-01-07","601318.ss","中国平安","57.09","57.17","55.9","56.3","76593007"
"2019-01-04","601318.ss","中国平安","55.28","57.0","55.23","56.59","112985585"
"2019-01-03","601318.ss","中国平安","55.15","56.33","55.06","55.68","69271124"
"2019-01-02","601318.ss","中国平安","56.04","56.18","54.94","55.18","82554243"
