"Date","Code","Name","Open","High","Low","Close","Volume"
"2019-09-18","601319.ss","中国人保","9.07","9.09","8.96","8.97","29227479"
"2019-09-17","601319.ss","中国人保","9.2","9.27","9.0","9.02","49103348"
"2019-09-16","601319.ss","中国人保","9.44","9.44","9.26","9.29","53736533"
"2019-09-12","601319.ss","中国人保","9.18","9.47","9.15","9.42","91110390"
"2019-09-11","601319.ss","中国人保","9.29","9.34","9.13","9.16","45373331"
"2019-09-10","601319.ss","中国人保","9.18","9.22","9.05","9.2","46570896"
"2019-09-09","601319.ss","中国人保","9.28","9.34","9.09","9.17","63480020"
"2019-09-06","601319.ss","中国人保","9.1","9.15","8.95","9.15","68314191"
"2019-09-05","601319.ss","中国人保","8.81","9.55","8.81","9.1","130445308"
"2019-09-04","601319.ss","中国人保","8.56","8.79","8.51","8.75","57801400"
"2019-09-03","601319.ss","中国人保","8.55","8.64","8.52","8.57","27956618"
"2019-09-02","601319.ss","中国人保","8.41","8.66","8.38","8.58","38817574"
"2019-08-30","601319.ss","中国人保","8.47","8.52","8.35","8.4","22159647"
"2019-08-29","601319.ss","中国人保","8.47","8.5","8.39","8.42","18747741"
"2019-08-28","601319.ss","中国人保","8.53","8.55","8.43","8.46","23097019"
"2019-08-27","601319.ss","中国人保","8.47","8.68","8.47","8.57","38460212"
"2019-08-26","601319.ss","中国人保","8.39","8.47","8.34","8.42","24455619"
"2019-08-23","601319.ss","中国人保","8.47","8.65","8.45","8.57","36520228"
"2019-08-22","601319.ss","中国人保","8.47","8.48","8.4","8.46","15969282"
"2019-08-21","601319.ss","中国人保","8.44","8.53","8.41","8.44","17146698"
"2019-08-20","601319.ss","XD中国人","8.53","8.62","8.45","8.48","28680885"
"2019-08-19","601319.ss","中国人保","8.38","8.62","8.34","8.62","49462002"
"2019-08-16","601319.ss","中国人保","8.33","8.44","8.28","8.33","23788352"
"2019-08-15","601319.ss","中国人保","8.17","8.3","8.1","8.29","18054764"
"2019-08-14","601319.ss","中国人保","8.33","8.37","8.28","8.31","20333005"
"2019-08-13","601319.ss","中国人保","8.28","8.3","8.17","8.23","18234092"
"2019-08-12","601319.ss","中国人保","8.23","8.35","8.18","8.35","19009781"
"2019-08-09","601319.ss","中国人保","8.44","8.47","8.2","8.22","26731666"
"2019-08-08","601319.ss","中国人保","8.41","8.47","8.32","8.41","24075929"
"2019-08-07","601319.ss","中国人保","8.49","8.53","8.31","8.32","24709143"
"2019-08-06","601319.ss","中国人保","8.38","8.55","8.03","8.44","47188567"
"2019-08-05","601319.ss","中国人保","8.75","8.78","8.6","8.6","30643400"
"2019-08-02","601319.ss","中国人保","8.85","8.87","8.58","8.78","34714408"
"2019-08-01","601319.ss","中国人保","9.04","9.1","8.99","9.02","22941739"
"2019-07-31","601319.ss","中国人保","9.18","9.19","9.07","9.09","24466240"
"2019-07-30","601319.ss","中国人保","9.15","9.24","9.12","9.13","42592906"
"2019-07-29","601319.ss","中国人保","9.07","9.1","9.0","9.02","15623566"
"2019-07-26","601319.ss","中国人保","9.01","9.07","8.96","9.04","17463030"
"2019-07-25","601319.ss","中国人保","9.03","9.1","8.95","9.05","24605906"
"2019-07-24","601319.ss","中国人保","8.9","9.17","8.9","9.07","37571864"
"2019-07-23","601319.ss","中国人保","8.9","8.94","8.8","8.89","22809253"
"2019-07-22","601319.ss","中国人保","9.13","9.17","8.87","8.88","35448643"
"2019-07-19","601319.ss","中国人保","9.1","9.24","9.09","9.12","30854404"
"2019-07-18","601319.ss","中国人保","9.2","9.27","9.09","9.14","27023017"
"2019-07-17","601319.ss","中国人保","9.21","9.23","9.15","9.21","22629945"
"2019-07-16","601319.ss","中国人保","9.23","9.26","9.18","9.2","23964337"
"2019-07-15","601319.ss","中国人保","9.15","9.36","9.0","9.21","47051406"
"2019-07-12","601319.ss","中国人保","9.01","9.37","9.0","9.25","63882492"
"2019-07-11","601319.ss","中国人保","9.01","9.15","8.98","9.02","35339683"
"2019-07-10","601319.ss","中国人保","9.02","9.08","8.91","8.95","20900579"
"2019-07-09","601319.ss","中国人保","9.01","9.09","8.88","9.0","29829365"
"2019-07-08","601319.ss","中国人保","9.37","9.37","9.01","9.02","58004420"
"2019-07-05","601319.ss","中国人保","9.41","9.51","9.41","9.44","26879031"
"2019-07-04","601319.ss","中国人保","9.44","9.45","9.3","9.43","31403928"
"2019-07-03","601319.ss","中国人保","9.57","9.58","9.33","9.36","53979171"
"2019-07-02","601319.ss","中国人保","9.71","9.72","9.6","9.62","42976377"
"2019-07-01","601319.ss","中国人保","9.7","9.85","9.63","9.73","91745205"
"2019-06-28","601319.ss","中国人保","9.5","9.6","9.39","9.49","39648352"
"2019-06-27","601319.ss","中国人保","9.46","9.65","9.46","9.52","58144862"
"2019-06-26","601319.ss","中国人保","9.39","9.57","9.36","9.43","41861169"
"2019-06-25","601319.ss","中国人保","9.69","9.7","9.36","9.56","72075200"
"2019-06-24","601319.ss","中国人保","9.8","9.88","9.6","9.71","89161646"
"2019-06-21","601319.ss","中国人保","9.59","9.9","9.5","9.87","176916655"
"2019-06-20","601319.ss","中国人保","9.03","9.96","9.0","9.78","250855753"
"2019-06-19","601319.ss","中国人保","9.35","9.5","9.02","9.05","62992273"
"2019-06-18","601319.ss","中国人保","8.91","8.98","8.82","8.95","27183753"
"2019-06-17","601319.ss","中国人保","8.9","9.09","8.79","8.91","39404598"
"2019-06-14","601319.ss","中国人保","9.08","9.34","8.93","8.93","88171137"
"2019-06-13","601319.ss","中国人保","8.9","9.17","8.88","9.04","50347849"
"2019-06-12","601319.ss","中国人保","9.08","9.11","8.91","8.96","61573474"
"2019-06-11","601319.ss","中国人保","8.61","9.35","8.61","9.13","97132265"
"2019-06-10","601319.ss","中国人保","8.62","8.73","8.41","8.69","42420162"
"2019-06-06","601319.ss","中国人保","8.7","8.78","8.52","8.57","39019420"
"2019-06-05","601319.ss","中国人保","8.95","8.98","8.7","8.7","50383017"
"2019-06-04","601319.ss","中国人保","9.15","9.16","8.77","8.81","73845443"
"2019-06-03","601319.ss","中国人保","9.09","9.21","9.01","9.15","80861203"
"2019-05-31","601319.ss","中国人保","9.09","9.23","8.9","9.06","95805305"
"2019-05-30","601319.ss","中国人保","8.82","9.09","8.8","9.06","112651522"
"2019-05-29","601319.ss","中国人保","8.37","9.2","8.33","9.1","163611596"
"2019-05-28","601319.ss","中国人保","8.44","8.53","8.33","8.36","53747772"
"2019-05-27","601319.ss","中国人保","8.2","8.49","8.13","8.44","61539095"
"2019-05-24","601319.ss","中国人保","8.06","8.41","8.05","8.25","59153758"
"2019-05-23","601319.ss","中国人保","8.09","8.23","8.04","8.08","30208069"
"2019-05-22","601319.ss","中国人保","8.2","8.23","8.1","8.12","27041500"
"2019-05-21","601319.ss","中国人保","8.01","8.29","8.01","8.21","42084642"
"2019-05-20","601319.ss","中国人保","8.0","8.3","7.84","8.17","43806706"
"2019-05-17","601319.ss","中国人保","8.26","8.28","7.96","8.0","40372185"
"2019-05-16","601319.ss","中国人保","8.2","8.27","8.1","8.24","34966017"
"2019-05-15","601319.ss","中国人保","8.11","8.34","8.09","8.23","44905560"
"2019-05-14","601319.ss","中国人保","8.0","8.13","7.93","8.02","30028868"
"2019-05-13","601319.ss","中国人保","8.23","8.27","8.08","8.14","39223737"
"2019-05-10","601319.ss","中国人保","8.06","8.48","8.0","8.36","77457049"
"2019-05-09","601319.ss","中国人保","7.82","8.1","7.76","7.98","50002589"
"2019-05-08","601319.ss","中国人保","7.72","7.93","7.66","7.87","32310531"
"2019-05-07","601319.ss","中国人保","7.86","7.94","7.65","7.92","47263929"
"2019-05-06","601319.ss","中国人保","8.38","8.38","7.73","7.81","68745931"
"2019-04-30","601319.ss","中国人保","8.63","8.73","8.45","8.59","38211298"
"2019-04-29","601319.ss","中国人保","9.14","9.21","8.55","8.6","72607271"
"2019-04-26","601319.ss","中国人保","9.34","9.36","9.11","9.15","64772269"
"2019-04-25","601319.ss","中国人保","9.51","9.72","9.4","9.44","89065816"
"2019-04-24","601319.ss","中国人保","9.46","9.6","9.33","9.51","44474510"
"2019-04-23","601319.ss","中国人保","9.45","9.72","9.28","9.58","71377593"
"2019-04-22","601319.ss","中国人保","9.67","9.69","9.45","9.48","52468853"
"2019-04-19","601319.ss","中国人保","9.51","9.72","9.48","9.61","60563438"
"2019-04-18","601319.ss","中国人保","9.6","9.64","9.48","9.5","49133915"
"2019-04-17","601319.ss","中国人保","9.73","9.73","9.55","9.61","61661435"
"2019-04-16","601319.ss","中国人保","9.4","9.78","9.21","9.72","85706789"
"2019-04-15","601319.ss","中国人保","9.68","9.94","9.55","9.57","92269651"
"2019-04-12","601319.ss","中国人保","9.46","9.59","9.4","9.55","41159826"
"2019-04-11","601319.ss","中国人保","9.61","9.7","9.4","9.45","55486952"
"2019-04-10","601319.ss","中国人保","9.66","9.72","9.52","9.58","63496165"
"2019-04-09","601319.ss","中国人保","9.67","9.88","9.53","9.74","70339667"
"2019-04-08","601319.ss","中国人保","10.0","10.14","9.58","9.72","125425625"
"2019-04-04","601319.ss","中国人保","10.12","10.35","10.0","10.03","118133351"
"2019-04-03","601319.ss","中国人保","10.01","10.23","9.94","10.11","144171344"
"2019-04-02","601319.ss","中国人保","9.83","10.76","9.66","10.3","245904252"
"2019-04-01","601319.ss","中国人保","9.59","9.99","9.49","9.83","162766248"
"2019-03-29","601319.ss","中国人保","8.99","9.75","8.99","9.59","167848797"
"2019-03-28","601319.ss","中国人保","9.18","9.18","8.95","8.99","80448950"
"2019-03-27","601319.ss","中国人保","9.26","9.33","9.11","9.27","75895471"
"2019-03-26","601319.ss","中国人保","9.46","9.55","9.07","9.16","105837740"
"2019-03-25","601319.ss","中国人保","9.6","9.78","9.41","9.44","138748800"
"2019-03-22","601319.ss","中国人保","10.0","10.15","9.81","9.99","129860300"
"2019-03-21","601319.ss","中国人保","10.05","10.42","10.0","10.19","197540626"
"2019-03-20","601319.ss","中国人保","10.16","10.25","9.7","10.14","160966407"
"2019-03-19","601319.ss","中国人保","9.9","10.5","9.86","10.1","214955095"
"2019-03-18","601319.ss","中国人保","9.54","10.14","9.22","10.06","228398464"
"2019-03-15","601319.ss","中国人保","9.84","9.88","9.38","9.55","173097736"
"2019-03-14","601319.ss","中国人保","9.75","10.13","9.33","9.61","215226645"
"2019-03-13","601319.ss","中国人保","10.85","10.85","9.86","10.09","257293457"
"2019-03-12","601319.ss","中国人保","10.5","11.05","10.4","10.65","321827122"
"2019-03-11","601319.ss","中国人保","10.5","10.89","10.4","10.41","347547306"
"2019-03-08","601319.ss","中国人保","11.55","12.89","11.55","11.55","436992763"
"2019-03-07","601319.ss","中国人保","12.83","12.83","12.83","12.83","13982427"
"2019-03-06","601319.ss","中国人保","11.05","11.66","11.05","11.66","167192278"
"2019-03-05","601319.ss","中国人保","10.0","10.6","9.86","10.6","362915053"
"2019-03-04","601319.ss","中国人保","9.3","9.64","9.04","9.64","221261685"
"2019-03-01","601319.ss","中国人保","7.85","8.76","7.8","8.76","290073084"
"2019-02-28","601319.ss","中国人保","8.45","8.45","7.8","7.96","276557707"
"2019-02-27","601319.ss","中国人保","7.54","8.36","7.49","8.36","367209523"
"2019-02-26","601319.ss","中国人保","7.6","7.99","7.4","7.6","378296660"
"2019-02-25","601319.ss","中国人保","6.8","7.26","6.7","7.26","289060825"
"2019-02-22","601319.ss","中国人保","6.29","6.77","6.16","6.6","190880659"
"2019-02-21","601319.ss","中国人保","6.28","6.43","6.18","6.24","174586385"
"2019-02-20","601319.ss","中国人保","6.21","6.33","6.16","6.25","158007165"
"2019-02-19","601319.ss","中国人保","5.85","6.46","5.83","6.34","326104039"
"2019-02-18","601319.ss","中国人保","5.75","5.88","5.74","5.87","101228762"
"2019-02-15","601319.ss","中国人保","5.84","5.85","5.72","5.72","72957767"
"2019-02-14","601319.ss","中国人保","5.86","5.89","5.8","5.84","82809630"
"2019-02-13","601319.ss","中国人保","5.74","5.97","5.72","5.91","134566783"
"2019-02-12","601319.ss","中国人保","5.79","5.79","5.72","5.75","72408018"
"2019-02-11","601319.ss","中国人保","5.75","5.82","5.69","5.81","84506540"
"2019-02-01","601319.ss","中国人保","5.79","5.8","5.7","5.79","81898380"
"2019-01-31","601319.ss","中国人保","5.65","5.85","5.6","5.78","131681290"
"2019-01-30","601319.ss","中国人保","5.56","5.71","5.54","5.66","101429454"
"2019-01-29","601319.ss","中国人保","5.47","5.76","5.44","5.7","168989284"
"2019-01-28","601319.ss","中国人保","5.53","5.56","5.43","5.45","71122452"
"2019-01-25","601319.ss","中国人保","5.39","5.72","5.38","5.51","129495166"
"2019-01-24","601319.ss","中国人保","5.35","5.44","5.33","5.39","32218264"
"2019-01-23","601319.ss","中国人保","5.35","5.39","5.32","5.35","30060994"
"2019-01-22","601319.ss","中国人保","5.48","5.48","5.36","5.37","53210496"
"2019-01-21","601319.ss","中国人保","5.5","5.53","5.46","5.48","55584929"
"2019-01-18","601319.ss","中国人保","5.47","5.54","5.43","5.51","63430122"
"2019-01-17","601319.ss","中国人保","5.46","5.56","5.43","5.46","71439103"
"2019-01-16","601319.ss","中国人保","5.5","5.51","5.44","5.48","51646160"
"2019-01-15","601319.ss","中国人保","5.4","5.56","5.38","5.54","89362965"
"2019-01-14","601319.ss","中国人保","5.51","5.51","5.39","5.4","45788633"
"2019-01-11","601319.ss","中国人保","5.37","5.54","5.37","5.48","72208146"
"2019-01-10","601319.ss","中国人保","5.43","5.44","5.36","5.37","60202123"
"2019-01-09","601319.ss","中国人保","5.45","5.58","5.45","5.47","92573250"
"2019-01-08","601319.ss","中国人保","5.5","5.53","5.44","5.45","62852377"
"2019-01-07","601319.ss","中国人保","5.61","5.61","5.47","5.56","106831035"
"2019-01-04","601319.ss","中国人保","5.28","5.76","5.24","5.65","167694925"
"2019-01-03","601319.ss","中国人保","5.29","5.53","5.28","5.39","78213663"
"2019-01-02","601319.ss","中国人保","5.39","5.42","5.25","5.28","46274037"
